,Helipad_number,FAA_index,latitude,longitude,zoom,groundtruth,category,minX,minY,maxX,maxY,url
4066,3968,13019,38.754525,-82.97949444,20,TRUE,6,244,238,390,379,"http://maps.googleapis.com/maps/api/staticmap?center=38.754525,-82.97949444444444&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4069,3971,13028,41.17739167,-81.25007778,20,TRUE,1,198,213,417,419,"http://maps.googleapis.com/maps/api/staticmap?center=41.177391666666665,-81.25007777777778&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4071,3973,13037,40.90054444,-80.83340556,20,TRUE,2,210,215,443,430,"http://maps.googleapis.com/maps/api/staticmap?center=40.900544444444435,-80.83340555555554&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4073,3975,13039,41.44691222,-82.71117,20,TRUE,1,226,248,437,437,"http://maps.googleapis.com/maps/api/staticmap?center=41.44691222222222,-82.71117000000002&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4074,3976,13041,38.93386944,-83.58339167,20,TRUE,1,228,240,382,412,"http://maps.googleapis.com/maps/api/staticmap?center=38.93386944444444,-83.58339166666666&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4079,3981,13058,39.92875233,-83.81751728,20,TRUE,2,205,231,391,410,"http://maps.googleapis.com/maps/api/staticmap?center=39.92875233333333,-83.81751727777777&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4080,3982,13063,40.54466294,-84.37238417,20,TRUE,1,227,248,385,399,"http://maps.googleapis.com/maps/api/staticmap?center=40.54466294444444,-84.37238416666666&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4081,3983,13066,40.36668056,-80.65862222,20,TRUE,2,229,260,353,407,"http://maps.googleapis.com/maps/api/staticmap?center=40.36668055555555,-80.65862222222223&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4082,3984,13071,41.70841667,-83.69233333,20,TRUE,2,263,233,424,385,"http://maps.googleapis.com/maps/api/staticmap?center=41.70841666666667,-83.69233333333334&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4089,3991,13083,41.66730556,-83.54134444,20,TRUE,1,255,247,437,425,"http://maps.googleapis.com/maps/api/staticmap?center=41.66730555555555,-83.54134444444446&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4090,3991,13083,41.66730556,-83.54134444,20,TRUE,1,411,473,574,642,"http://maps.googleapis.com/maps/api/staticmap?center=41.66730555555555,-83.54134444444446&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4091,3992,13086,41.67337778,-83.59505556,20,TRUE,1,306,304,461,469,"http://maps.googleapis.com/maps/api/staticmap?center=41.67337777777777,-83.59505555555555&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4092,3993,13088,41.62008611,-83.61795556,20,TRUE,1,125,369,297,538,"http://maps.googleapis.com/maps/api/staticmap?center=41.620086111111114,-83.61795555555554&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4095,3996,13095,40.08581792,-84.22887356,20,TRUE,6,477,436,621,575,"http://maps.googleapis.com/maps/api/staticmap?center=40.08581791666667,-84.22887355555554&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4096,3997,13097,41.301247,-81.436882,20,TRUE,1,5,113,175,323,"http://maps.googleapis.com/maps/api/staticmap?center=41.301247,-81.436882&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4097,3997,13097,41.301247,-81.436882,20,TRUE,1,190,212,419,463,"http://maps.googleapis.com/maps/api/staticmap?center=41.301247,-81.436882&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4098,3998,13099,40.84153889,-83.28026944,20,TRUE,8,203,216,382,401,"http://maps.googleapis.com/maps/api/staticmap?center=40.84153888888889,-83.28026944444444&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4099,3999,13101,40.10835278,-83.72914444,20,TRUE,1,255,254,395,406,"http://maps.googleapis.com/maps/api/staticmap?center=40.10835277777778,-83.72914444444444&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4102,4002,13113,41.02776944,-81.7506,20,TRUE,1,230,215,399,380,"http://maps.googleapis.com/maps/api/staticmap?center=41.02776944444445,-81.7506&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4104,4004,13122,39.54775556,-83.42795833,20,TRUE,1,244,239,422,423,"http://maps.googleapis.com/maps/api/staticmap?center=39.54775555555555,-83.42795833333334&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4105,4005,13124,41.53795833,-84.13203333,20,TRUE,1,241,243,401,404,"http://maps.googleapis.com/maps/api/staticmap?center=41.53795833333333,-84.13203333333333&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4107,4007,13132,39.35829311,-84.36906139,20,TRUE,1,196,219,434,435,"http://maps.googleapis.com/maps/api/staticmap?center=39.35829311111111,-84.36906138888888&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4108,4008,13137,40.11368611,-82.94380278,20,TRUE,1,240,237,392,396,"http://maps.googleapis.com/maps/api/staticmap?center=40.113686111111114,-82.94380277777778&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4109,4009,13146,39.44318611,-83.84058056,20,TRUE,1,246,245,382,376,"http://maps.googleapis.com/maps/api/staticmap?center=39.44318611111111,-83.84058055555555&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4113,4013,13161,39.699601,-83.92674447,20,TRUE,1,221,228,403,415,"http://maps.googleapis.com/maps/api/staticmap?center=39.699601,-83.92674447222224&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4114,4014,13165,41.11458056,-80.65905556,20,TRUE,1,232,111,399,270,"http://maps.googleapis.com/maps/api/staticmap?center=41.11458055555556,-80.65905555555557&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4115,4014,13165,41.11458056,-80.65905556,20,TRUE,1,237,347,403,503,"http://maps.googleapis.com/maps/api/staticmap?center=41.11458055555556,-80.65905555555557&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4116,4015,13168,39.97383333,-82.01533333,20,TRUE,1,219,242,399,423,"http://maps.googleapis.com/maps/api/staticmap?center=39.973833333333346,-82.01533333333333&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4119,4018,13176,34.73003333,-96.64350833,20,TRUE,1,219,213,400,408,"http://maps.googleapis.com/maps/api/staticmap?center=34.73003333333334,-96.64350833333334&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4120,4019,13177,34.77733056,-96.633575,20,TRUE,1,219,222,420,420,"http://maps.googleapis.com/maps/api/staticmap?center=34.77733055555556,-96.633575&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4121,4020,13199,34.18944444,-97.14194444,20,TRUE,1,296,123,440,262,"http://maps.googleapis.com/maps/api/staticmap?center=34.18944444444444,-97.14194444444445&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4122,4021,13203,34.39211111,-96.15225,20,TRUE,1,303,326,419,454,"http://maps.googleapis.com/maps/api/staticmap?center=34.39211111111111,-96.15225&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4123,4022,13206,34.95746667,-96.33835833,20,TRUE,4,239,246,395,400,"http://maps.googleapis.com/maps/api/staticmap?center=34.95746666666667,-96.33835833333332&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4124,4023,13210,36.75251111,-95.93928889,20,TRUE,7,84,310,270,482,"http://maps.googleapis.com/maps/api/staticmap?center=36.75251111111111,-95.93928888888891&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4126,4025,13224,35.83303889,-96.40161944,20,TRUE,1,253,245,373,379,"http://maps.googleapis.com/maps/api/staticmap?center=35.833038888888886,-96.40161944444445&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4127,4026,13238,35.10792222,-98.60511111,20,TRUE,5,253,249,371,375,"http://maps.googleapis.com/maps/api/staticmap?center=35.10792222222222,-98.60511111111109&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4128,4027,13244,36.23083056,-95.73967222,20,TRUE,9,211,224,401,403,"http://maps.googleapis.com/maps/api/staticmap?center=36.23083055555556,-95.73967222222224&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4130,4029,13253,35.60897222,-99.67133056,20,TRUE,1,221,239,383,412,"http://maps.googleapis.com/maps/api/staticmap?center=35.60897222222222,-99.67133055555556&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4131,4030,13261,36.323325,-95.60512222,20,TRUE,1,241,241,391,394,"http://maps.googleapis.com/maps/api/staticmap?center=36.323325,-95.60512222222222&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4132,4031,13264,36.30933333,-96.48216667,20,TRUE,9,76,205,159,303,"http://maps.googleapis.com/maps/api/staticmap?center=36.30933333333333,-96.48216666666669&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4133,4032,13267,35.51479167,-98.99874444,20,TRUE,4,245,244,381,394,"http://maps.googleapis.com/maps/api/staticmap?center=35.51479166666667,-98.99874444444444&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4134,4033,13272,36.35447222,-95.84046944,20,TRUE,4,260,268,367,376,"http://maps.googleapis.com/maps/api/staticmap?center=36.35447222222222,-95.84046944444445&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4135,4034,13280,35.30227222,-98.98859444,20,TRUE,9,253,263,382,393,"http://maps.googleapis.com/maps/api/staticmap?center=35.30227222222222,-98.98859444444444&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4136,4035,13284,35.978175,-96.75745278,20,TRUE,9,244,270,341,368,"http://maps.googleapis.com/maps/api/staticmap?center=35.978175,-96.75745277777777&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4141,4040,13293,34.52126667,-97.97536944,20,TRUE,3,248,256,365,378,"http://maps.googleapis.com/maps/api/staticmap?center=34.52126666666667,-97.97536944444445&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4142,4041,13297,34.00668333,-96.39279167,20,TRUE,2,250,256,373,378,"http://maps.googleapis.com/maps/api/staticmap?center=34.00668333333333,-96.39279166666668&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4143,4042,13304,35.655,-97.46075,20,TRUE,5,251,207,404,361,"http://maps.googleapis.com/maps/api/staticmap?center=35.655,-97.46075&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4144,4043,13312,36.39277778,-97.94777778,20,TRUE,4,156,305,290,439,"http://maps.googleapis.com/maps/api/staticmap?center=36.39277777777778,-97.9477777777778&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4145,4044,13317,35.311,-95.59109722,20,TRUE,1,258,250,377,378,"http://maps.googleapis.com/maps/api/staticmap?center=35.311,-95.59109722222222&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4148,4047,13337,36.5811,-94.75974722,20,TRUE,1,249,250,376,380,"http://maps.googleapis.com/maps/api/staticmap?center=36.581100000000006,-94.75974722222222&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4149,4048,13355,35.43869444,-96.015825,20,TRUE,8,232,233,387,389,"http://maps.googleapis.com/maps/api/staticmap?center=35.438694444444444,-96.015825&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4150,4049,13363,35.08878333,-96.37932222,20,TRUE,1,251,254,382,382,"http://maps.googleapis.com/maps/api/staticmap?center=35.08878333333334,-96.3793222222222&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4152,4051,13385,36.42238333,-94.80415556,20,TRUE,8,232,247,369,381,"http://maps.googleapis.com/maps/api/staticmap?center=36.42238333333333,-94.80415555555555&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4153,4052,13387,36.43503611,-94.77866389,20,TRUE,0,228,211,428,421,"http://maps.googleapis.com/maps/api/staticmap?center=36.43503611111111,-94.77866388888887&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4155,4054,13394,35.80974167,-97.94548333,20,TRUE,1,241,233,390,373,"http://maps.googleapis.com/maps/api/staticmap?center=35.80974166666665,-97.94548333333334&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4157,4056,13407,36.85710278,-95.47294444,20,TRUE,4,237,237,380,396,"http://maps.googleapis.com/maps/api/staticmap?center=36.85710277777777,-95.47294444444445&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4158,4057,13411,35.02639444,-97.23162778,20,TRUE,8,218,286,427,507,"http://maps.googleapis.com/maps/api/staticmap?center=35.02639444444444,-97.23162777777777&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4162,4061,13438,34.93560278,-95.74998611,20,TRUE,1,231,249,372,390,"http://maps.googleapis.com/maps/api/staticmap?center=34.93560277777777,-95.74998611111113&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4163,4062,13441,36.87197778,-94.88113611,20,TRUE,1,243,235,412,405,"http://maps.googleapis.com/maps/api/staticmap?center=36.87197777777778,-94.88113611111109&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4164,4063,13444,35.46633333,-97.39443056,20,TRUE,1,254,249,370,370,"http://maps.googleapis.com/maps/api/staticmap?center=35.466333333333345,-97.39443055555556&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4165,4064,13456,35.78247778,-95.35565,20,TRUE,1,224,234,396,401,"http://maps.googleapis.com/maps/api/staticmap?center=35.78247777777778,-95.35565&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4166,4065,13457,35.75184167,-95.40631389,20,TRUE,1,230,231,404,438,"http://maps.googleapis.com/maps/api/staticmap?center=35.751841666666664,-95.40631388888887&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4168,4067,13466,35.23105833,-97.439825,20,TRUE,1,280,247,435,393,"http://maps.googleapis.com/maps/api/staticmap?center=35.231058333333344,-97.439825&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4173,4072,13479,35.53100556,-97.57801944,20,TRUE,1,241,242,402,406,"http://maps.googleapis.com/maps/api/staticmap?center=35.53100555555555,-97.57801944444445&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4174,4073,13480,35.42343611,-97.53317778,20,TRUE,1,231,235,401,394,"http://maps.googleapis.com/maps/api/staticmap?center=35.42343611111111,-97.53317777777778&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4180,4079,13486,35.48182222,-97.49776944,20,TRUE,1,208,187,355,350,"http://maps.googleapis.com/maps/api/staticmap?center=35.48182222222223,-97.49776944444444&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4181,4080,13487,35.48120278,-97.502725,20,TRUE,9,231,182,333,292,"http://maps.googleapis.com/maps/api/staticmap?center=35.48120277777778,-97.502725&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4182,4080,13487,35.48120278,-97.502725,20,TRUE,9,236,22,332,119,"http://maps.googleapis.com/maps/api/staticmap?center=35.48120277777778,-97.502725&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4183,4080,13487,35.48120278,-97.502725,20,TRUE,9,314,350,427,456,"http://maps.googleapis.com/maps/api/staticmap?center=35.48120277777778,-97.502725&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4184,4080,13487,35.48120278,-97.502725,20,TRUE,9,319,498,432,617,"http://maps.googleapis.com/maps/api/staticmap?center=35.48120277777778,-97.502725&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4189,4085,13504,36.33075,-96.79960556,20,TRUE,7,254,255,392,397,"http://maps.googleapis.com/maps/api/staticmap?center=36.33075,-96.79960555555556&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4190,4086,13506,36.2883,-97.30026944,20,TRUE,1,245,237,381,385,"http://maps.googleapis.com/maps/api/staticmap?center=36.2883,-97.30026944444445&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4191,4087,13519,36.30879444,-95.304025,20,TRUE,1,258,262,355,361,"http://maps.googleapis.com/maps/api/staticmap?center=36.30879444444445,-95.304025&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4192,4088,13522,36.29648306,-95.30580194,20,TRUE,3,153,516,306,641,"http://maps.googleapis.com/maps/api/staticmap?center=36.29648305555556,-95.30580194444444&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4193,4089,13524,35.0281,-97.36530833,20,TRUE,1,228,233,420,414,"http://maps.googleapis.com/maps/api/staticmap?center=35.0281,-97.36530833333332&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4194,4090,13530,35.455,-94.81722222,20,TRUE,6,75,177,213,307,"http://maps.googleapis.com/maps/api/staticmap?center=35.45500000000001,-94.8172222222222&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4195,4091,13540,35.99315833,-96.099575,20,TRUE,6,230,238,392,395,"http://maps.googleapis.com/maps/api/staticmap?center=35.993158333333334,-96.099575&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4196,4092,13543,35.31361944,-99.62619167,20,TRUE,2,245,253,400,394,"http://maps.googleapis.com/maps/api/staticmap?center=35.313619444444434,-99.62619166666666&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4197,4093,13546,35.24486111,-96.69775833,20,TRUE,1,251,252,393,399,"http://maps.googleapis.com/maps/api/staticmap?center=35.24486111111111,-96.69775833333334&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4198,4094,13548,36.26739444,-99.88340556,20,TRUE,1,236,241,400,407,"http://maps.googleapis.com/maps/api/staticmap?center=36.267394444444434,-99.88340555555556&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4199,4095,13561,36.11493333,-97.07592222,20,TRUE,1,244,247,389,386,"http://maps.googleapis.com/maps/api/staticmap?center=36.11493333333333,-97.07592222222222&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4200,4096,13563,35.809675,-94.64358056,20,TRUE,2,195,217,394,411,"http://maps.googleapis.com/maps/api/staticmap?center=35.809675,-94.64358055555556&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4201,4097,13565,35.74847222,-96.68376389,20,TRUE,1,239,248,395,393,"http://maps.googleapis.com/maps/api/staticmap?center=35.748472222222226,-96.68376388888888&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4203,4099,13572,34.75670278,-95.08358889,20,TRUE,2,250,253,372,379,"http://maps.googleapis.com/maps/api/staticmap?center=34.75670277777777,-95.08358888888887&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4206,4102,13585,36.14605833,-95.967425,20,TRUE,2,248,209,386,344,"http://maps.googleapis.com/maps/api/staticmap?center=36.146058333333336,-95.967425&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4207,4103,13586,36.16111111,-95.99333333,20,TRUE,9,172,400,334,558,"http://maps.googleapis.com/maps/api/staticmap?center=36.16111111111111,-95.99333333333334&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4209,4105,13589,36.07488889,-95.91868889,20,TRUE,1,223,232,391,399,"http://maps.googleapis.com/maps/api/staticmap?center=36.074888888888886,-95.91868888888891&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4213,4109,13600,36.65343889,-95.15666667,20,TRUE,1,239,241,396,384,"http://maps.googleapis.com/maps/api/staticmap?center=36.653438888888886,-95.15666666666668&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4214,4110,13605,35.96175556,-95.3914,20,TRUE,1,252,244,381,372,"http://maps.googleapis.com/maps/api/staticmap?center=35.961755555555555,-95.3914&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4215,4111,13611,35.53986389,-98.66236389,20,TRUE,8,230,236,368,394,"http://maps.googleapis.com/maps/api/staticmap?center=35.53986388888889,-98.66236388888888&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4216,4112,13617,35.23342167,-96.2386175,20,TRUE,1,250,207,393,340,"http://maps.googleapis.com/maps/api/staticmap?center=35.233421666666665,-96.2386175&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4219,4115,13641,46.18826944,-123.8197306,20,TRUE,2,213,230,396,405,"http://maps.googleapis.com/maps/api/staticmap?center=46.18826944444446,-123.81973055555555&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4221,4117,13646,45.25866667,-122.7663889,20,TRUE,8,170,273,367,446,"http://maps.googleapis.com/maps/api/staticmap?center=45.25866666666667,-122.76638888888887&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4222,4117,13646,45.25866667,-122.7663889,20,TRUE,8,241,6,435,159,"http://maps.googleapis.com/maps/api/staticmap?center=45.25866666666667,-122.76638888888887&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4223,4118,13647,45.24370833,-122.7644056,20,TRUE,4,145,186,372,413,"http://maps.googleapis.com/maps/api/staticmap?center=45.24370833333334,-122.76440555555556&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4224,4119,13648,44.79478889,-117.8460889,20,TRUE,1,156,209,376,402,"http://maps.googleapis.com/maps/api/staticmap?center=44.794788888888895,-117.84608888888887&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4228,4123,13662,45.51093056,-122.7739861,20,TRUE,2,169,221,342,384,"http://maps.googleapis.com/maps/api/staticmap?center=45.51093055555555,-122.77398611111113&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4230,4125,13671,44.06836944,-121.2675278,20,TRUE,8,209,248,349,383,"http://maps.googleapis.com/maps/api/staticmap?center=44.06836944444446,-121.26752777777777&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4231,4126,13676,45.69453333,-119.8087556,20,TRUE,3,183,238,325,385,"http://maps.googleapis.com/maps/api/staticmap?center=45.69453333333333,-119.80875555555555&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4234,4129,13696,42.40530556,-122.9480556,20,TRUE,7,245,248,386,388,"http://maps.googleapis.com/maps/api/staticmap?center=42.405305555555564,-122.94805555555556&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4236,4131,13701,45.41397639,-122.5584286,20,TRUE,8,236,154,416,397,"http://maps.googleapis.com/maps/api/staticmap?center=45.41397638888889,-122.55842861111113&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4237,4132,13708,43.38296667,-124.2321167,20,TRUE,2,243,244,406,406,"http://maps.googleapis.com/maps/api/staticmap?center=43.38296666666667,-124.23211666666668&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4238,4133,13717,44.60444167,-123.2518667,20,TRUE,2,221,247,381,407,"http://maps.googleapis.com/maps/api/staticmap?center=44.60444166666666,-123.25186666666669&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4239,4134,13726,43.52679444,-121.9479083,20,TRUE,5,243,227,432,417,"http://maps.googleapis.com/maps/api/staticmap?center=43.526794444444434,-121.94790833333332&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4243,4138,13754,44.05953889,-123.1188472,20,TRUE,3,172,220,385,424,"http://maps.googleapis.com/maps/api/staticmap?center=44.059538888888895,-123.1188472222222&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4244,4139,13755,44.05834167,-123.1188611,20,TRUE,8,148,175,297,312,"http://maps.googleapis.com/maps/api/staticmap?center=44.058341666666664,-123.11886111111109&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4246,4141,13758,44.04603889,-123.0817694,20,TRUE,9,213,203,421,397,"http://maps.googleapis.com/maps/api/staticmap?center=44.046038888888894,-123.08176944444445&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4251,4146,13779,45.51589167,-122.4064472,20,TRUE,2,222,235,412,409,"http://maps.googleapis.com/maps/api/staticmap?center=45.51589166666667,-122.40644722222223&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4252,4147,13788,45.84719722,-119.3093611,20,TRUE,1,239,238,418,393,"http://maps.googleapis.com/maps/api/staticmap?center=45.84719722222222,-119.30936111111109&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4253,4148,13793,45.51971389,-122.9797889,20,TRUE,2,258,250,432,419,"http://maps.googleapis.com/maps/api/staticmap?center=45.519713888888894,-122.97978888888888&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4255,4150,13797,45.70270278,-121.5295917,20,TRUE,4,221,226,385,399,"http://maps.googleapis.com/maps/api/staticmap?center=45.70270277777777,-121.52959166666666&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4256,4151,13820,42.25277778,-121.7861917,20,TRUE,1,229,251,394,397,"http://maps.googleapis.com/maps/api/staticmap?center=42.25277777777778,-121.78619166666668&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4257,4152,13822,45.31970556,-118.1054194,20,TRUE,1,252,448,403,595,"http://maps.googleapis.com/maps/api/staticmap?center=45.319705555555565,-118.10541944444445&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4258,4153,13829,42.18060278,-120.3511722,20,TRUE,1,217,211,425,431,"http://maps.googleapis.com/maps/api/staticmap?center=42.18060277777778,-120.35117222222222&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4260,4155,13837,44.9863,-123.9940583,20,TRUE,1,178,239,352,408,"http://maps.googleapis.com/maps/api/staticmap?center=44.9863,-123.99405833333331&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4261,4156,13841,44.63853889,-121.1202694,20,TRUE,2,187,187,481,479,"http://maps.googleapis.com/maps/api/staticmap?center=44.638538888888895,-121.12026944444445&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4262,4157,13851,45.19899444,-123.1663333,20,TRUE,2,203,229,404,414,"http://maps.googleapis.com/maps/api/staticmap?center=45.19899444444444,-123.16633333333334&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4263,4158,13854,42.33883333,-122.8627639,20,TRUE,1,231,239,393,398,"http://maps.googleapis.com/maps/api/staticmap?center=42.33883333333333,-122.86276388888888&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4264,4159,13856,42.31798333,-122.8317278,20,TRUE,1,221,243,384,398,"http://maps.googleapis.com/maps/api/staticmap?center=42.317983333333345,-122.83172777777777&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4270,4165,13876,45.30838889,-122.9369194,20,TRUE,1,226,226,389,392,"http://maps.googleapis.com/maps/api/staticmap?center=45.30838888888889,-122.93691944444444&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
4271,4166,13881,44.62850556,-124.0604778,20,TRUE,1,263,266,395,405,"http://maps.googleapis.com/maps/api/staticmap?center=44.62850555555556,-124.06047777777779&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
